472.0,-627.0,747.0,94640.0,-88830.0,48580.0
472.0,-627.0,747.0,94640.0,-88830.0,48580.0
508.0,-648.0,759.0,98140.0,-86380.0,45780.0
498.0,-653.0,747.0,106330.0,-74130.0,35490.0
498.0,-653.0,747.0,106330.0,-74130.0,35490.0
463.0,-636.0,717.0,117040.0,-54810.0,23450.0
463.0,-636.0,717.0,117040.0,-54810.0,23450.0
418.0,-547.0,652.0,129570.0,-27440.0,18340.0
418.0,-547.0,652.0,129570.0,-27440.0,18340.0
368.0,-435.0,608.0,142660.0,10850.0,23520.0
368.0,-435.0,608.0,142660.0,10850.0,23520.0
332.0,-350.0,566.0,152040.0,46690.0,38010.0
332.0,-350.0,566.0,152040.0,46690.0,38010.0
323.0,-295.0,560.0,150150.0,73710.0,58100.0
323.0,-295.0,560.0,150150.0,73710.0,58100.0
348.0,-287.0,656.0,132370.0,75740.0,75670.0
348.0,-287.0,656.0,132370.0,75740.0,75670.0
413.0,-324.0,769.0,104720.0,45780.0,83580.0
503.0,-394.0,831.0,75670.0,4410.0,80290.0
503.0,-394.0,831.0,75670.0,4410.0,80290.0
566.0,-432.0,824.0,52990.0,-21560.0,66780.0
566.0,-432.0,824.0,52990.0,-21560.0,66780.0
590.0,-463.0,819.0,41300.0,-18550.0,48230.0
590.0,-463.0,819.0,41300.0,-18550.0,48230.0
569.0,-511.0,865.0,39550.0,-70.0,28280.0
569.0,-511.0,865.0,39550.0,-70.0,28280.0
517.0,-526.0,928.0,42770.0,12810.0,7140.0
517.0,-526.0,928.0,42770.0,12810.0,7140.0
461.0,-482.0,946.0,49000.0,18270.0,-8400.0
461.0,-482.0,946.0,49000.0,18270.0,-8400.0
408.0,-420.0,956.0,58450.0,29190.0,-12180.0
408.0,-420.0,956.0,58450.0,29190.0,-12180.0
364.0,-367.0,979.0,66850.0,39970.0,-7280.0
344.0,-338.0,990.0,72450.0,38710.0,1960.0
344.0,-338.0,990.0,72450.0,38710.0,1960.0
343.0,-347.0,974.0,73150.0,26950.0,11270.0
343.0,-347.0,974.0,73150.0,26950.0,11270.0
395.0,-347.0,946.0,69930.0,18480.0,19810.0
395.0,-347.0,946.0,69930.0,18480.0,19810.0
462.0,-338.0,908.0,71330.0,26810.0,26600.0
462.0,-338.0,908.0,71330.0,26810.0,26600.0
489.0,-337.0,905.0,76650.0,48790.0,24990.0
489.0,-337.0,905.0,76650.0,48790.0,24990.0
496.0,-319.0,909.0,78680.0,58310.0,15400.0
496.0,-319.0,909.0,78680.0,58310.0,15400.0
502.0,-284.0,925.0,73710.0,51380.0,3640.0
502.0,-284.0,925.0,73710.0,51380.0,3640.0
478.0,-295.0,953.0,66990.0,38290.0,-9450.0
432.0,-313.0,946.0,62580.0,33040.0,-22680.0
432.0,-313.0,946.0,62580.0,33040.0,-22680.0
368.0,-322.0,939.0,58660.0,37240.0,-32550.0
368.0,-322.0,939.0,58660.0,37240.0,-32550.0
293.0,-315.0,924.0,53690.0,35770.0,-36190.0
293.0,-315.0,924.0,53690.0,35770.0,-36190.0
261.0,-232.0,925.0,42280.0,29540.0,-31570.0
261.0,-232.0,925.0,42280.0,29540.0,-31570.0
308.0,-174.0,1007.0,32830.0,31010.0,-17640.0
308.0,-174.0,1007.0,32830.0,31010.0,-17640.0
356.0,-242.0,1098.0,39970.0,46270.0,-4200.0
356.0,-242.0,1098.0,39970.0,46270.0,-4200.0
367.0,-310.0,1130.0,62370.0,63140.0,-3500.0
367.0,-310.0,1130.0,62370.0,63140.0,-3500.0
339.0,-334.0,1065.0,85540.0,68670.0,-12810.0
267.0,-315.0,935.0,96250.0,65310.0,-21210.0
267.0,-315.0,935.0,96250.0,65310.0,-21210.0
186.0,-242.0,813.0,89110.0,57610.0,-22400.0
186.0,-242.0,813.0,89110.0,57610.0,-22400.0
152.0,-157.0,772.0,66710.0,43890.0,-15120.0
152.0,-157.0,772.0,66710.0,43890.0,-15120.0
181.0,-114.0,774.0,39200.0,19530.0,-3010.0
181.0,-114.0,774.0,39200.0,19530.0,-3010.0
243.0,-88.0,774.0,16450.0,1610.0,7420.0
243.0,-88.0,774.0,16450.0,1610.0,7420.0
315.0,-90.0,823.0,910.0,-2100.0,10570.0
315.0,-90.0,823.0,910.0,-2100.0,10570.0
370.0,-116.0,879.0,-8610.0,-8190.0,4970.0
370.0,-116.0,879.0,-8610.0,-8190.0,4970.0
375.0,-132.0,866.0,-13370.0,-17850.0,-7490.0
342.0,-142.0,845.0,-19250.0,-21420.0,-20510.0
