1054.0,-138.0,86.0,-23450.0,1400.0,6510.0
1054.0,-138.0,86.0,-24150.0,-4620.0,4340.0
1011.0,-134.0,134.0,-24150.0,-4620.0,4340.0
1009.0,-140.0,154.0,-17080.0,-2030.0,6090.0
1009.0,-140.0,154.0,-17080.0,-2030.0,6090.0
1032.0,-150.0,129.0,-7000.0,3990.0,7420.0
1032.0,-150.0,129.0,-7000.0,3990.0,7420.0
1022.0,-160.0,102.0,-3010.0,7140.0,5390.0
1022.0,-160.0,102.0,-3010.0,7140.0,5390.0
992.0,-151.0,96.0,-6300.0,3360.0,3290.0
992.0,-151.0,96.0,-6300.0,3360.0,3290.0
972.0,-139.0,112.0,-9730.0,-560.0,3990.0
972.0,-139.0,112.0,-9730.0,-560.0,3990.0
973.0,-129.0,143.0,-8750.0,140.0,6230.0
973.0,-129.0,143.0,-8750.0,140.0,6230.0
981.0,-134.0,166.0,-5110.0,560.0,7910.0
981.0,-134.0,166.0,560.0,560.0,8890.0
988.0,-134.0,149.0,560.0,560.0,8890.0
1004.0,-138.0,100.0,5950.0,4480.0,10430.0
1004.0,-138.0,100.0,5950.0,4480.0,10430.0
1017.0,-148.0,66.0,6930.0,10010.0,10570.0
1017.0,-148.0,66.0,6930.0,10010.0,10570.0
1021.0,-156.0,64.0,2450.0,10080.0,9170.0
1021.0,-156.0,64.0,2450.0,10080.0,9170.0
1013.0,-159.0,77.0,-3990.0,6160.0,7280.0
1013.0,-159.0,77.0,-3990.0,6160.0,7280.0
1001.0,-152.0,116.0,-8960.0,3990.0,6020.0
1001.0,-152.0,116.0,-8960.0,3990.0,6020.0
1003.0,-153.0,164.0,-10500.0,1400.0,5880.0
1003.0,-153.0,164.0,-10500.0,1400.0,5880.0
1021.0,-160.0,182.0,-7840.0,-1400.0,5810.0
1021.0,-160.0,182.0,-4130.0,-1680.0,4270.0
1040.0,-161.0,178.0,-4130.0,-1680.0,4270.0
1045.0,-161.0,169.0,-1470.0,-1890.0,1540.0
1045.0,-161.0,169.0,-1470.0,-1890.0,1540.0
1043.0,-155.0,144.0,420.0,-2520.0,-1260.0
1043.0,-155.0,144.0,420.0,-2520.0,-1260.0
1031.0,-147.0,131.0,420.0,-1610.0,-3850.0
1031.0,-147.0,131.0,420.0,-1610.0,-3850.0
1004.0,-138.0,134.0,-770.0,-1750.0,-6370.0
1004.0,-138.0,134.0,-770.0,-1750.0,-6370.0
970.0,-129.0,131.0,-1050.0,-2590.0,-6930.0
970.0,-129.0,131.0,-1050.0,-2590.0,-6930.0
952.0,-125.0,118.0,210.0,-910.0,-4760.0
952.0,-125.0,118.0,210.0,-910.0,-4760.0
944.0,-127.0,106.0,1540.0,2800.0,-1960.0
944.0,-127.0,106.0,350.0,4270.0,0.0
942.0,-117.0,109.0,350.0,4270.0,0.0
936.0,-115.0,122.0,-3010.0,630.0,1820.0
936.0,-115.0,122.0,-3010.0,630.0,1820.0
937.0,-107.0,131.0,-5740.0,-3850.0,4340.0
937.0,-107.0,131.0,-5740.0,-3850.0,4340.0
951.0,-106.0,137.0,-5670.0,-4410.0,6860.0
951.0,-106.0,137.0,-5670.0,-4410.0,6860.0
975.0,-113.0,132.0,-2380.0,-560.0,9170.0
975.0,-113.0,132.0,-2380.0,-560.0,9170.0
992.0,-112.0,138.0,1050.0,3640.0,9660.0
992.0,-112.0,138.0,1050.0,3640.0,9660.0
999.0,-118.0,143.0,2940.0,2590.0,9030.0
999.0,-118.0,143.0,2940.0,2590.0,9030.0
1005.0,-125.0,136.0,4550.0,-1260.0,8330.0
1021.0,-126.0,109.0,6790.0,-2030.0,8260.0
1021.0,-126.0,109.0,6790.0,-2030.0,8260.0
1054.0,-130.0,83.0,9590.0,770.0,7910.0
1054.0,-130.0,83.0,9590.0,770.0,7910.0
1069.0,-137.0,77.0,9450.0,1470.0,4480.0
1069.0,-137.0,77.0,9450.0,1470.0,4480.0
1052.0,-135.0,90.0,5530.0,-4340.0,-1260.0
1052.0,-135.0,90.0,5530.0,-4340.0,-1260.0
1014.0,-126.0,110.0,980.0,-12810.0,-5460.0
1014.0,-126.0,110.0,980.0,-12810.0,-5460.0
974.0,-139.0,118.0,-140.0,-17850.0,-6510.0
974.0,-139.0,118.0,-140.0,-17850.0,-6510.0
932.0,-170.0,37.0,5740.0,-13300.0,-3920.0
932.0,-170.0,37.0,5740.0,-13300.0,-3920.0
905.0,-124.0,-63.0,10640.0,9100.0,1190.0
916.0,-139.0,-74.0,2800.0,27160.0,9240.0
916.0,-139.0,-74.0,2800.0,27160.0,9240.0
977.0,-149.0,-23.0,-13930.0,23100.0,14980.0
977.0,-149.0,-23.0,-13930.0,23100.0,14980.0
1029.0,-155.0,71.0,-30940.0,7140.0,13790.0
1029.0,-155.0,71.0,-30940.0,7140.0,13790.0
1041.0,-153.0,171.0,-37590.0,-5740.0,8960.0
1041.0,-153.0,171.0,-37590.0,-5740.0,8960.0
1023.0,-148.0,248.0,-30730.0,-8470.0,4830.0
